year,province_en,province_cn,assessment_status,actual_total_rate,actual_nonhydro_rate,total_weight_binding,nonhydro_weight_binding,total_gap,nonhydro_gap,met_total,met_nonhydro,wind_curtailment_pct,solar_curtailment_pct,gdp,gdp_per_capita,population_year_end,primary_industry,secondary_industry,tertiary_industry,retail_sales,secondary_industry_share,tertiary_industry_share,hydro_capacity,thermal_capacity,wind_capacity,solar_capacity,wind_generation,solar_generation,wind_util_hours,solar_util_hours,total_electricity_consumption,interprovincial_export,cross_province_outflow_gwh_cross_province_outflow,electricity_generation_gwh_hydro,electricity_generation_gwh_solar,electricity_generation_gwh_thermal,electricity_generation_gwh_total,electricity_generation_gwh_wind,grid_investment_million_yuan_grid,installed_capacity_mw_hydro,installed_capacity_mw_solar,installed_capacity_mw_thermal,installed_capacity_mw_total,installed_capacity_mw_wind,line_loss_rate_pct_grid_company,new_generation_capacity_mw_solar,new_generation_capacity_mw_thermal,new_generation_capacity_mw_total,new_generation_capacity_mw_wind,total_electricity_consumption_gwh_total,transformer_capacity_35kv_plus_mva_35kv_plus_total,transmission_line_length_35kv_plus_km_35kv_plus,utilization_hours_hydro,utilization_hours_solar,utilization_hours_thermal,utilization_hours_total,utilization_hours_wind,wind_utilization_rate,solar_utilization_rate,nonhydro_weight_expected,nonhydro_weight_incentive,total_weight_expected,total_weight_incentive,actual_total_qty,total_exceed,total_target_status,nonhydro_target_status,assessed,electricity_consumption_macro,energy_industry_investment,fa_investment_growth,fiscal_expenditure,fiscal_revenue,highway_mileage,industrial_value_added,infra_investment_growth,manufacturing_investment_growth,power_investment_growth,railway_mileage,rd_expenditure,resident_population,total_import_export,urban_population,urbanization_rate,total_generation_macro,state_power_invest_macro,hydro_generation_macro,thermal_generation_macro,coal_consumption_macro,power_steam_hotwater_invest_macro,electricity_consumption_macro2,energy_industry_invest_macro,delta_target_pp,distributed_solar_capacity_mw,line_loss_amount_gwh,line_loss_rate_pct_yb,power_sales_gwh,power_supply_gwh,cross_province_export_gwh,cross_province_export_growth,transmission_line_35kv_plus_circuit_km,transmission_line_35kv_plus_pole_km,transformer_35kv_plus_total_mva,transformer_35kv_plus_self_mva,transformer_35kv_plus_station_mva,new_capacity_total_mw,new_capacity_hydro_mw,new_capacity_thermal_mw,new_capacity_wind_mw,new_capacity_solar_mw,power_invest_total_million_yuan,power_invest_hydro_million_yuan,power_invest_thermal_million_yuan,power_invest_planned_completion_million_yuan,power_invest_cumulative_million_yuan,coal_consumption_rate_g_kwh,util_hours_wind_6000kw,util_hours_hydro_6000kw,util_hours_thermal_6000kw,so2_emission_10k_tons,green_coverage_pct,forest_coverage_pct,above_scale_industrial_profit,above_scale_industrial_revenue,above_scale_industrial_enterprise_num,above_scale_industrial_assets,fixed_asset_investment,real_estate_investment,manufacturing_investment,highway_mileage_macro,railway_mileage_macro,post_telecom_business_volume,total_import_export_macro,export_total,import_total,resident_population_macro,urban_population_macro,population_density,fiscal_revenue_macro,fiscal_expenditure_macro,energy_intensity,total_generation_macro2,thermal_generation_macro2,hydro_generation_macro2,coal_consumption_macro2,nonhydro_weight_binding_2025,delta_total_target,delta_nonhydro_target,wind_capacity_mw,solar_capacity_mw,wind_cap_growth_pct,solar_cap_growth_pct,wind_generation_twh,solar_generation_twh,total_generation_twh,re_share_of_generation,wind_utilization_hours,solar_utilization_hours,total_consumption_twh,consumption_growth_pct,cross_provincial_export_mwkwh,export_ratio_pct,gdp_growth_pct,electricity_intensity,per_capita_consumption,energy_fixed_invest_100myuan,industrial_value_added_100myuan,coal_consumption_10kton,so2_emission_ton,wastewater_emission_10kton,total_trade_1000usd,fiscal_revenue_100myuan,fiscal_expenditure_100myuan,foreign_investment_100myuan,urban_population_10k,highway_km,natural_gas_consumption,power_sector_invest_100myuan,power_invest_growth_pct,pollution_control_invest,pollution_control_invest_10kyuan,v4_assessment_status,v4_met_total,v4_met_nonhydro,v4_total_gap,v4_nonhydro_gap,v4_total_weight_binding,v4_secondary_industry_share,yb_cross_region_outflow_gwh,yb_heat_supply_capacity_mw,yb_heat_supply_gj,yb_new_transmission_line_110kv_km,yb_power_project_construction_scale_mw,yb_power_project_new_started_mw,yb_power_project_under_construction_mw,yb_transformer_capacity_110kv_mva,green_power_pct_cement,green_power_pct_data_center,green_power_pct_electrolytic_aluminum,green_power_pct_polysilicon,green_power_pct_steel,sample_scope,rps_total_weight_binding,rps_total_weight_expected,rps_nonhydro_weight_binding,rps_nonhydro_weight_expected,solar_cf_mean,solar_cf_cv,wind_cf_mean,wind_cf_cv,delta_target_i,yb_power_project_construction_scale_cap10kw,yb_power_project_new_started_cap10kw,yb_power_project_under_construction_cap10kw
2020,Guizhou,贵州,binding,40.7,7.3,30.0,6.0,,,0.0,0.0,0.3,0.6,17860.4,46355.0,3858.0,2539.9,6263.0,9057.5,7798.6,0.3506640388793083,0.5071274999440102,2281.0,3560.0,580.0,1057.0,97.0,45.0,2049.0,1032.0,1586.0,7420801.0,7420801.0,831.0,45.0,1354.0,2327.0,97.0,913963.0,2281.0,1057.0,3560.0,7478.0,580.0,4.81,547.0,6.0,715.0,149.0,1586.0,2536.0,56490.0,3631.0,1032.0,3883.0,3470.0,2049.0,,,,6.6,,33.3,646.0,10.7,完成,完成,1.0,1586.0,,3.2,5739.5,1786.8,20.67,4666.2,-7.8,-0.8,36.6,0.39,1053574.0,3858.0,7910689.0,2051.0,0.5316226023846553,2305.44,,831.16,1332.11,,,1586.0,,5.5,10.0,95.0,4.81,1882.0,1977.0,7420801.0,3.39,56490.0,55817.0,2536.0,527.0,521.0,715.0,13.0,6.0,149.0,547.0,1618602.0,4821.0,8141.0,1674832.0,4091200.0,161.1,2049.0,3631.0,3883.0,17.74,40.9,,1174.41,,4482.0,17244.62,3.2,3418.75,-0.8,0.14,0.39,,358099.0,234864.0,1577970.0,3858.0,2051.0,2262.0,1786.8,5739.5,,2305.44,1332.11,831.16,,0.196,,,580.0,1057.0,26.914660831509842,107.25490196078434,96.84,45.34,2305.0,,,,1586.0,2.9201817001946795,7420801.0,,6.506532771194995,88.79980291594812,411.0938310005184,,3501.2,,6.84,,18526325.0,1085.02,4127.17,586.0,1503.0,10.78,19.81,,33.3,485.7,8063.0,assessed,1.0,1.0,10.700000000000005,1.2999999999999998,30.0,0.3506640388793083,7420801.0,90.0,1784061.0,1143.0,324.0,23.0,316.0,505.0,,,,,,main,,,,,72.48051727554073,1.3361839853379676,353.31703710143165,1.1265778569744456,5.5,805.0,303.0,783.0
2021,Guizhou,贵州,binding,36.1,9.8,35.5,8.5,,,0.0,0.0,0.5,0.4,19458.6,50476.0,3852.0,2730.9,6850.5,9877.2,8839.5,0.3520551324350159,0.5076007523665629,2283.0,3572.0,580.0,1137.0,105.0,83.0,1851.0,892.0,1743.0,6643667.0,6643667.0,734.46,82.59,1446.58,2368.0,104.77,1197060.0,2283.0,1137.0,3572.0,7573.0,580.0,,,13.0,191.0,,1743.0,1584.0,56042.0,3216.0,892.0,4240.0,3315.0,1851.0,99.5,99.6,,9.4,,39.4,629.0,0.6,完成,完成,1.0,1743.0,,-3.1,5590.01,1969.39,20.72,5231.3,-20.6,18.3,9.8,0.39,1210567.0,3852.0,10050000.0,2093.0,0.5433541017653167,2368.4,,,,,,1743.0,,5.5,,,,,1946.0,6643667.0,-10.47,56042.0,,,,,,,,,,,,,,,160.3,,,,14.31,41.8,,1249.64,,5090.0,17864.25,-3.1,3383.06,18.3,0.15,0.39,,524820.0,315080.0,2865300.0,3852.0,2093.0,2238.0,1969.39,5590.01,,2368.4,,,,0.196,5.5,2.5,580.0,1137.0,0.0,7.568590350047311,104.77,82.59,2368.0,7.912162162162163,1806.379310344828,726.3852242744064,1743.0,9.899117276166457,6643667.0,38.116276534710266,8.948287832299373,89.57478955320528,452.4922118380063,,1762.2,,6.03,,3030000.0,460.01,1427.89,114.0,479.0,3.76,0.21,,-9.0,941.9,65360.0,assessed,1.0,1.0,0.6000000000000014,1.3000000000000007,35.5,0.3520551324350159,6643667.0,726.0,3465020.0,413.0,154.0,2.0,126.0,408.0,,,,,,main,,,,,72.48051727554073,1.3361839853379676,353.31703710143165,1.1265778569744456,5.5,349.0,247.0,343.0
2022,Guizhou,贵州,binding,43.8,14.1,35.7,9.8,8.099999999999994,4.299999999999999,1.0,1.0,0.3,0.6,20010.4,51921.0,3856.0,2862.3,7052.7,10095.4,8417.4,0.3524517251029464,0.5045076560188702,2282.0,3793.0,592.0,1420.0,108.71,109.91,1921.0,1038.0,1743.0,5913287.0,5913287.0,678.43,109.91,1401.97,2299.0,108.71,996645.0,2282.0,1420.0,3793.0,8087.0,592.0,,,25.0,320.0,,1743.0,2645.0,62644.0,2947.0,1038.0,3865.0,3050.0,1921.0,99.7,99.4,9.75,,36.0,,764.0,8.1,完成,完成,1.0,1743.0,,-5.1,5851.36,1886.41,20.96,5437.3,8.0,28.0,-19.7,0.4,1317509.0,3856.0,10140000.0,2114.0,0.5482365145228216,2299.01,,,,,,1743.0,,5.5,,,,,2180.0,5913287.0,-10.99,62644.0,,,,,,,,,,,,,,,162.5,,,,12.25,42.1,,1295.86,,5332.0,19977.77,-5.1,1814.3,28.0,0.15,0.4,,487000.0,304820.0,3280000.0,3856.0,2114.0,2092.0,1886.41,5851.36,,,,,,0.196,0.2000000000000028,1.3000000000000007,592.0,1420.0,2.0689655172413834,24.890061565523315,108.71,109.91,2299.0,9.509351892127013,1836.3175675675675,774.0140845070423,1743.0,0.0,5913287.0,33.92591508892714,2.835764135138197,87.10470555311238,452.0228215767635,,7966.3,,4.59,,120350000.0,2103.42,4892.77,1570.0,2280.0,18.61,,,23.3,214.2,55782.0,assessed,1.0,1.0,8.099999999999994,4.299999999999999,35.7,0.3524517251029464,5913287.0,522.0,4027833.0,726.0,139.0,86.0,136.0,414.0,,,,,,main,,,,,72.48051727554073,1.3361839853379676,353.31703710143165,1.1265778569744456,5.5,705.0,222.0,632.0
2023,Guizhou,贵州,binding,36.9,16.4,36.8,11.0,0.1000000000000014,5.399999999999999,1.0,1.0,0.2999999999999971,0.5999999999999943,20913.3,54172.0,3865.0,2894.3,7311.4,10707.5,8887.1,0.34960527511201,0.511994759315842,2287.0,3820.0,616.0,1646.0,124.65,135.89,2069.0,1104.0,1782.0,6219884.0,6219884.0,,,,,,1101728.0,2287.0,1646.0,3820.0,8369.0,616.0,,,66.0,365.0,,1782.0,2030.0,62631.0,1880.0,1104.0,4540.0,3002.0,2069.0,99.7,99.4,,,,,,0.1,完成,完成,1.0,1783.0,,-5.7,6203.7,2078.37,21.98,5682.8,0.7,1.9,51.6,0.43,1261991.0,3865.0,10780000.0,2162.0,0.559379042690815,2368.8,,431.62,1676.44,,,1783.0,,5.5,,,,,1943.0,6219884.0,5.18,62631.0,,,,,,,,,,,,,,,159.6,,,,13.44,41.9,43.8,,,,,-5.7,1190.82,1.9,0.16,0.43,,403920.0,254970.0,2650000.0,3865.0,2162.0,2105.0,2078.37,6203.7,,2368.8,1676.44,431.62,,0.196,1.0999999999999943,1.1999999999999993,616.0,1646.0,4.054054054054057,15.91549295774648,124.65,135.89,2369.0,10.997889404812156,2023.538961038961,825.5771567436208,1782.0,2.2375215146299476,6219883.0,34.90394500561167,4.51215368008635,85.20893402762836,461.0608020698577,,11180.7,,6.4,,81080000.0,3059.59,7492.88,,2850.0,20.96,0.07,,7.7,532.1,79371.0,assessed,1.0,1.0,0.1000000000000014,5.399999999999999,36.8,0.34960527511201,6219884.0,522.0,3528119.0,698.0,390.0,209.0,345.0,310.0,,,,,,main,,,,,72.48051727554073,1.3361839853379676,353.31703710143165,1.1265778569744456,5.5,1044.0,504.0,948.0
2024,Guizhou,贵州,binding,43.1,17.9,37.0,16.5,6.100000000000001,1.3999999999999986,1.0,1.0,0.4000000000000057,2.0,22667.1,58685.0,3860.0,2971.7,7097.6,12597.9,9211.5,0.3131234255815698,0.5557790806940456,2298.0,4000.0,748.0,1986.0,132.2,171.53,1911.0,999.0,1902.0,6998880.0,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,98.0,12.7,,37.8,,,6.1,完成,完成,1.0,1902.0,,0.6,6522.42,2169.62,,,,,,,,3860.0,12100000.0,,,2556.1,,616.6,1635.78,,,1902.0,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1191.32,,,,,194060.0,156840.0,2960000.0,3860.0,,,2169.62,6522.42,,2556.1,1635.78,616.6,,0.196,0.2000000000000028,5.5,748.0,1986.0,21.42857142857142,20.65613608748482,132.2,171.53,2556.0,11.883020344287951,1767.3796791443851,863.6958710976838,1902.0,6.734006734006726,6998880.0,36.797476340694,8.38605098191103,83.91016054104848,492.7461139896373,,,,,,107250000.0,2905.83,6853.17,,,,8.13,,,,,assessed,1.0,1.0,6.100000000000001,1.3999999999999986,37.0,0.3131234255815698,6998880.0,712.0,3334304.0,1066.0,819.0,324.0,547.0,1170.0,,,37.0,,,main,,,,,72.48051727554073,1.3361839853379676,353.31703710143165,1.1265778569744456,5.5,1612.0,529.0,1389.0
2025,Guizhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,80.0,38.1,41.3,41.3,out_of_sample_extension,41.3,41.3,19.6,19.6,72.48051727554073,1.3361839853379676,353.31703710143165,1.1265778569744456,5.5,,,
2026,Guizhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,80.0,42.3,42.3,42.3,out_of_sample_extension,,42.3,,21.3,72.48051727554073,1.3361839853379676,353.31703710143165,1.1265778569744456,5.5,,,
2015,Hainan,,pre_rps,9.8,4.0,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.0,10735.0,9289.0,71.76,341607.0,51188560.0,3355.44,7497.51,1326.0,3956.0,31.56,267.22,744.0,,324.9,118259.0,,,,,,,,,,,,,,,,,,,,,main,,,,,44.62718045191458,1.3276038100228629,44.671229372887545,0.9066945243884156,7.0,,,
2016,Hainan,,pre_rps,12.3,4.5,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.42,21696.0,40939.0,72.98,507591.0,234355852.0,5860.18,8755.21,9626.0,5897.0,26.57,4.22,595.22,,216.2,1264063.0,,,,,,,,9404.0,,,248.0,5.0,,4.0,171.0,,,,,,main,,,,,44.62718045191458,1.3276038100228629,44.671229372887545,0.9066945243884156,7.0,,,
2017,Hainan,海南,pre-rps,13.3,4.7,,,,,,,,,4497.5,46631.0,972.0,962.8,996.4,2538.4,1729.4,0.2215453029460811,0.5644024458032241,114.0,465.0,34.0,43.0,6.0,3.0,1848.0,1113.0,305.0,7609.0,7609.0,26.0,3.0,195.0,305.0,6.0,414331.0,114.0,43.0,465.0,786.0,34.0,7.25,3.0,,23.0,,305.0,350.0,10426.0,2769.0,1113.0,4205.0,4126.0,1848.0,,,,,,,41.0,,,,,304.95,106.23,7.8,1443.97,674.11,3.07,528.3,,,,0.1,74815.0,972.0,10374055.0,564.0,0.5802469135802469,299.32,70.0,20.81,195.45,1099.34,88.38,304.95,106.23,7.0,,18.0,7.25,236.0,255.0,7609.0,-19.09,10426.0,10426.0,350.0,47.0,87.0,23.0,20.0,,,3.0,109391.0,88086.0,,109759.0,348094.0,168.5,1848.0,2769.0,4205.0,0.97,40.1,57.4,110.03,1799.52,335.0,2858.4,7.8,2053.11,,0.04,0.1,,6802949.0,3316253.0,9348688.0,972.0,564.0,2070.0,674.11,1443.97,,299.32,195.45,20.81,1099.34,0.238,,,150.0,78.0,,,25.0,4.0,78.0,37.17948717948718,1666.6666666666667,512.8205128205128,1445.0,,1028606.0,7.118380622837371,,321.28960533629794,1486.625514403292,213.0,3235.2,9355.0,12.27,,18542971.0,1210.91,3725.72,813.0,1508.0,10.39,18.58,134.0,,465.0,90702.0,assessed,,,,,,0.2215453029460811,7609.0,,,61.0,3.0,,3.0,116.0,,,,,,main,,,,,44.62718045191458,1.3276038100228629,44.671229372887545,0.9066945243884156,7.0,,,
2018,Hainan,海南,binding,13.6,5.2,11.0,4.5,,,0.0,0.0,0.0,0.0,4910.7,50263.0,982.0,986.0,1053.1,2871.6,1852.7,0.214450078400228,0.5847638829494777,154.0,465.0,34.0,136.0,5.0,6.0,1524.0,752.0,327.0,8939.0,8939.0,27.0,6.0,211.0,327.0,5.0,587037.0,154.0,136.0,465.0,919.0,34.0,7.17,16.0,,56.0,,327.0,353.0,10595.0,1962.0,752.0,4549.0,3946.0,1524.0,,,,5.0,,12.1,44.28,2.6,完成,完成,1.0,326.78,,-12.5,1691.3,752.67,3.5,582.0,-14.2,-37.9,55.5,0.1,113708.0,982.0,12733530.0,581.0,0.5916496945010183,323.37,,25.51,211.23,1162.67,,326.78,,7.0,7.0,20.0,7.17,255.0,275.0,8939.0,17.48,10595.0,10595.0,353.0,45.0,90.0,56.0,40.0,,,16.0,159529.0,24762.0,45982.0,176400.0,515982.0,151.5,1524.0,1962.0,4549.0,0.81,40.6,57.4,145.3,2202.3,337.0,3090.5,-12.5,1715.04,-37.9,0.05,0.1,,8806994.0,3417208.0,13448700.0,982.0,581.0,2460.0,752.67,1691.3,,323.37,211.23,25.51,1162.67,0.238,,,208.0,124.0,0.0,216.27906976744185,42.0,9.0,124.0,41.12903225806452,2019.2307692307693,725.8064516129032,1703.0,7.21311475409836,1199615.0,7.044128009395186,9.187326292384656,346.7937361272324,1734.215885947047,,1191.0,12711.0,13.06,,3776564.0,436.52,1419.06,,441.0,3.54,,,-17.0,966.4,79088.0,assessed,,,,,,0.214450078400228,8939.0,,,125.0,7.0,3.0,6.0,160.0,,,,,,main,,,,,44.62718045191458,1.3276038100228629,44.671229372887545,0.9066945243884156,7.0,,,
2019,Hainan,海南,binding,14.5,6.8,11.0,5.0,,,0.0,0.0,0.0,0.0,5330.8,53929.0,995.0,1079.0,1083.8,3168.1,1974.0,0.2033090718091093,0.5943010429954227,154.0,465.0,29.0,140.0,5.0,14.0,1645.0,1023.0,355.0,5107.0,5107.0,17.0,14.0,212.0,345.0,5.0,572028.0,154.0,140.0,465.0,918.0,29.0,6.02,7.0,46.0,53.0,,355.0,356.0,10694.0,1089.0,1023.0,4563.0,3878.0,1645.0,,,,5.5,,12.1,52.0,3.5,完成,完成,1.0,355.0,,-9.2,1858.6,814.14,3.81,597.9,-11.2,19.9,32.2,0.1,108154.0,995.0,13152748.0,591.0,0.5939698492462312,345.68,,17.27,212.46,1130.39,,355.0,,7.0,7.0,18.0,6.02,284.0,302.0,5107.0,-42.86,10694.0,10694.0,356.0,45.0,90.0,53.0,,46.0,,7.0,142559.0,13299.0,122075.0,148800.0,591347.0,150.0,1645.0,1089.0,4563.0,0.69,41.7,,170.5,,412.0,3293.45,-9.2,1336.18,19.9,0.05,0.1,,7370136.0,3975481.0,12325331.0,995.0,591.0,2352.0,814.14,1858.6,,345.68,212.46,17.27,1130.39,0.238,,,287.0,135.0,-14.70588235294118,2.941176470588225,61.0,14.0,135.0,55.55555555555556,2125.4355400696863,1037.037037037037,1907.0,8.562691131498479,1112514.0,5.833843733613005,8.554788523021163,357.7324229008779,1916.5829145728644,,6551.8,5023.0,7.5,,83949585.0,2134.93,4847.68,1056.0,2175.0,17.43,65.1,,-2.1,245.7,37461.0,assessed,,,,,,0.2033090718091093,5107.0,,,93.0,7.0,2.0,4.0,59.0,,,,,,main,,,,,44.62718045191458,1.3276038100228629,44.671229372887545,0.9066945243884156,7.0,,,
2020,Hainan,海南,binding,16.2,7.4,13.5,6.5,,,0.0,0.0,0.0,0.0,5566.2,55438.0,1012.0,1136.0,1072.2,3358.0,2022.4,0.1926269268082354,0.6032841076497432,151.0,546.0,29.0,143.0,6.0,15.0,1984.0,1061.0,363.0,7287.0,7287.0,17.0,15.0,215.0,348.0,6.0,396292.0,151.0,143.0,546.0,999.0,29.0,5.53,0.0,98.0,98.0,,363.0,360.0,11022.0,972.0,1061.0,4063.0,3631.0,1984.0,,,,7.2,,14.9,59.0,2.7,完成,完成,1.0,363.0,,8.0,1972.46,816.06,4.02,557.4,1.1,49.7,-1.8,0.1,117021.0,1012.0,13586831.0,610.0,0.6027667984189723,345.53,,16.68,213.06,,,363.0,,7.0,8.5,17.0,5.53,292.0,309.0,7287.0,42.68,11022.0,11022.0,360.0,45.0,169.0,98.0,,98.0,,0.0,257662.0,14000.0,243314.0,270242.0,862668.0,302.0,1984.0,972.0,4063.0,0.59,40.6,,133.15,,493.0,3586.57,8.0,1341.67,49.7,0.05,0.1,,4381035.0,2299679.0,12573917.0,1012.0,610.0,2444.0,816.06,1972.46,,345.53,213.06,16.68,,0.238,,,29.0,129.0,0.0,2.1428571428571352,5.74,14.43,346.0,,,,363.0,2.2535211267605604,7287.0,,4.4158475275756,65.21504796809313,358.69565217391306,,8991.6,,10.25,,58025836.0,2507.54,6674.08,868.0,2731.0,21.06,0.0,,20.8,540.3,93009.0,assessed,1.0,1.0,2.7,0.9000000000000004,13.5,0.1926269268082354,7287.0,,,522.0,11.0,5.0,7.0,159.0,,,,,,main,,,,,44.62718045191458,1.3276038100228629,44.671229372887545,0.9066945243884156,7.0,302.0,99.0,196.0
2021,Hainan,海南,binding,17.5,9.4,16.0,8.0,,,0.0,0.0,0.0,0.0,6504.1,63991.0,1020.0,1254.4,1240.8,4008.8,2587.2,0.1907719746006365,0.6163496871204317,153.0,598.0,29.0,147.0,5.0,16.0,1743.0,1148.0,405.0,10105.0,10105.0,18.07,16.1,254.39,391.0,5.04,490530.0,153.0,147.0,598.0,1056.0,29.0,,,58.0,85.0,,405.0,367.0,11289.0,1080.0,1148.0,4510.0,3937.0,1743.0,100.0,100.0,,8.8,,17.7,71.0,1.5,完成,完成,1.0,405.0,,10.2,1971.37,921.16,4.1,693.1,7.6,84.2,-11.4,0.1,141545.0,1020.0,22600000.0,622.0,0.6098039215686275,391.23,,,,,,405.0,,7.0,,,,,350.0,10105.0,38.68,11289.0,,,,,,,,,,,,,,,138.0,,,,0.43,40.8,,212.72,,563.0,4421.64,10.2,1379.62,84.2,0.05,0.1,,5021510.0,2646400.0,15612154.0,1020.0,622.0,2279.0,921.16,1971.37,,391.23,,,,0.238,2.5,1.5,29.0,129.0,0.0,2.7972027972027913,5.04,16.1,391.0,5.406649616368286,1737.9310344827586,1248.062015503876,405.0,11.570247933884303,10105.0,0.2495061728395061,16.849915561783636,62.26841530726772,397.05882352941177,,9386.5,,16.33,,119220000.0,2765.59,5879.21,4591.0,3079.0,13.16,7.91,,25.4,304.1,120759.0,assessed,1.0,1.0,1.5,1.4000000000000004,16.0,0.1907719746006365,10105.0,,,232.0,17.0,5.0,12.0,102.0,,,,,,main,,,,,44.62718045191458,1.3276038100228629,44.671229372887545,0.9066945243884156,7.0,767.0,388.0,610.0
2022,Hainan,海南,binding,19.7,11.1,16.7,9.3,3.0,1.799999999999999,1.0,1.0,0.0,0.0,6889.6,67314.0,1027.0,1417.9,1308.7,4163.1,2375.4,0.1899529725963771,0.6042585926614027,153.0,750.0,29.0,246.0,4.91,22.06,1699.0,1184.0,415.0,20389.0,20389.0,28.22,22.06,245.28,406.0,4.91,404847.0,153.0,246.0,750.0,1307.0,29.0,,,155.0,254.0,,415.0,374.0,11605.0,1597.0,1184.0,3839.0,3623.0,1699.0,100.0,100.0,9.25,,16.65,,82.0,3.0,完成,完成,1.0,415.0,,-4.2,2097.37,832.43,4.17,755.9,4.3,21.1,49.8,0.1,149370.0,1027.0,30020000.0,631.0,0.6144109055501461,405.71,,,,,,415.0,,7.0,,,,,358.0,20389.0,101.76,11605.0,,,,,,,,,,,,,,,143.5,,,,0.36,42.4,,135.76,,665.0,4754.83,-4.2,1158.37,21.1,0.05,0.1,,8632470.0,5337900.0,19030000.0,1027.0,631.0,2487.0,832.43,2097.37,,,,,,0.238,0.6999999999999993,1.3000000000000007,29.0,202.0,0.0,67.34693877551021,4.91,22.06,406.0,6.642857142857142,1693.103448275862,1092.079207920792,415.0,2.4691358024691468,20389.0,0.4913012048192771,5.927030642210296,60.23571760334417,404.0895813047712,,1250.3,,4.1,,610000.0,329.1,1975.1,107.0,366.0,8.77,,,16.0,412.1,1986.0,assessed,1.0,1.0,3.0,1.799999999999999,16.7,0.1899529725963771,20389.0,,,549.0,4834.0,1654.0,2970.0,328.0,,,,,,main,,,,,44.62718045191458,1.3276038100228629,44.671229372887545,0.9066945243884156,7.0,823.0,175.0,760.0
2023,Hainan,海南,binding,21.6,17.2,17.8,10.5,3.8000000000000007,6.699999999999999,1.0,1.0,0.0999999999999943,0.2000000000000028,7551.2,72958.0,1043.0,1507.4,1448.5,4595.3,2658.7,0.1918238160822121,0.6085522830808349,154.0,852.0,31.0,472.0,4.97,41.7,1653.0,1266.0,482.0,32782.0,32782.0,,,,,,350668.0,154.0,472.0,852.0,1639.0,31.0,,,101.0,331.0,,482.0,340.0,12135.0,1278.0,1266.0,3688.0,3357.0,1653.0,99.9,99.8,,,,,,3.8,完成,完成,1.0,482.0,,1.1,2248.96,900.71,4.18,861.4,1.7,-15.6,21.8,0.1,190844.0,1043.0,32930000.0,651.0,0.6241610738255033,478.89,,21.17,306.04,,,482.0,,7.0,,,,,427.0,32782.0,60.78,12135.0,,,,,,,,,,,,,,,133.2,,,,0.35,42.1,57.4,,,,,1.1,1169.29,-15.6,0.05,0.1,,8201380.0,5270850.0,17790000.0,1043.0,651.0,2501.0,900.71,2248.96,,478.89,306.04,21.17,,0.238,1.1000000000000014,1.1999999999999993,31.0,328.0,6.896551724137923,91.869918699187,4.97,41.7,479.0,9.74321503131524,1603.225806451613,1271.341463414634,482.0,16.14457831325302,32782.0,0.6801244813278008,9.602879702740363,63.8309142917682,462.1284755512944,,861.4,,0.35,,32930000.0,900.71,2248.96,,651.0,4.18,34.96,,21.8,440.6,1497.0,assessed,1.0,1.0,3.8000000000000007,6.699999999999999,17.8,0.1918238160822121,32782.0,,,225.0,5266.0,1855.0,3339.0,168.0,,,,,,main,,,,,44.62718045191458,1.3276038100228629,44.671229372887545,0.9066945243884156,7.0,1069.0,149.0,792.0
